POST                        GET                         TOTAL     
1540072345   2942 108       1540072345   105  70        3047      
1540072346   2582 104       1540072346   89   111       2671      
1540072347   1921 113       1540072347   57   165       1978      
1540072348   1987 111       1540072348   56   128       2043      
1540072349   2626 105       1540072349   93   81        2719      
1540072350   2896 105       1540072350   96   81        2992      
1540072351   1737 110       1540072351   49   191       1786      
1540072352   2677 106       1540072352   83   96        2760      
1540072353   3060 107       1540072353   106  72        3166      
1540072354   2571 112       1540072354   81   105       2652      
1540072355   2902 106       1540072355   94   78        2996      
1540072356   3315 105       1540072356   108  72        3423      
1540072357   3356 106       1540072357   114  72        3470      
1540072358   3287 105       1540072358   113  71        3400      
1540072359   3289 105       1540072359   105  75        3394      
1540072360   1782 115       1540072360   54   194       1836      
1540072361   2186 113       1540072361   60   128       2246      
1540072362   2846 108       1540072362   94   85        2940      
1540072363   2503 107       1540072363   77   112       2580      
1540072364   2710 135       1540072364   79   109       2789      
1540072365   2422 118       1540072365   69   128       2491      
1540072366   1695 157       1540072366   45   246       1740      
1540072367   840  385       1540072367   19   493       859       
1540072368   2227 105       1540072368   73   103       2300      
1540072369   2849 104       1540072369   97   81        2946      
1540072370   2586 109       1540072370   71   113       2657      
1540072371   839  470       1540072371   26   467       865       
1540072372   1011 368       1540072372   20   434       1031      
1540072373   1916 111       1540072373   55   148       1971      
1540072374   2343 110       1540072374   81   106       2424      
1540072375   2977 104       1540072375   94   78        3071      
1540072376   2944 105       1540072376   93   78        3037      
1540072377   3196 106       1540072377   114  72        3310      
1540072378   3164 105       1540072378   108  70        3272      
1540072379   2147 108       1540072379   65   156       2212      
1540072380   2044 126       1540072380   54   157       2098      
1540072381   2499 116       1540072381   74   161       2573      
1540072382   2593 111       1540072382   82   155       2675      
1540072383   2537 110       1540072383   76   83        2613      
1540072384   2693 107       1540072384   68   254       2761      
